LNEC Test File eXtractor

File: sineSweep_A=4_f=10e-4to40_CosTaper5percent_0.drv

Created in: 2026-01-07 17:30:06.402507

Number of channels: 3

Name:	PosA1T	PosA2V	PosA3L
Type:			
Unit:	m	m	m
No. of Samples:	7192	7192	7192
Time step [s]:	0.005	0.005	0.005
Trigger date:	1970-01-01	1970-01-01	1970-01-01
Trigger time:	00:00:00.000000	00:00:00.000000	00:00:00.000000
Duration [s]:	35.955	35.955	35.955
Data:
PosA1T	PosA2V	PosA3L
-0.0024957272230663424	-0.0024957272230663424	-0.0024957272230663424
-0.0017033689185979174	-0.0017033689185979174	-0.0017033689185979174
-0.0008176268361417638	-0.0008176268361417638	-0.0008176268361417638
0.0001134033268809874	0.0001134033268809874	0.0001134033268809874
0.0010390623967907189	0.0010390623967907189	0.0010390623967907189
0.001908324989013744	0.001908324989013744	0.001908324989013744
0.0026737057576190475	0.0026737057576190475	0.0026737057576190475
0.0032927242388945655	0.0032927242388945655	0.0032927242388945655
0.003731200749393808	0.003731200749393808	0.003731200749393808
0.003964477088916094	0.003964477088916094	0.003964477088916094
0.003979247594976898	0.003979247594976898	0.003979247594976898
0.003774169494297965	0.003774169494297965	0.003774169494297965
0.0033601070434033575	0.0033601070434033575	0.0033601070434033575
0.0027596432474273624	0.0027596432474273624	0.0027596432474273624
0.002005615016538214	0.002005615016538214	0.002005615016538214
0.0011396483223618146	0.0011396483223618146	0.0011396483223618146
0.00020959472172324883	0.00020959472172324883	0.00020959472172324883
-0.0007329100493136808	-0.0007329100493136808	-0.0007329100493136808
-0.0016351316220029628	-0.0016351316220029628	-0.0016351316220029628
-0.002446532892963003	-0.002446532892963003	-0.002446532892963003
-0.0031215816410311574	-0.0031215816410311574	-0.0031215816410311574
-0.0036221919332241953	-0.0036221919332241953	-0.0036221919332241953
-0.003919799319804695	-0.003919799319804695	-0.003919799319804695
-0.003997191888751387	-0.003997191888751387	-0.003997191888751387
-0.0038496088984413695	-0.0038496088984413695	-0.0038496088984413695
-0.0034848628479481245	-0.0034848628479481245	-0.0034848628479481245
-0.002923095336445476	-0.002923095336445476	-0.002923095336445476
-0.0021955563602273566	-0.0021955563602273566	-0.0021955563602273566
-0.0013431394691315298	-0.0013431394691315298	-0.0013431394691315298
-0.00041394036057912603	-0.00041394036057912603	-0.00041394036057912603
0.0005394286669818661	0.0005394286669818661	0.0005394286669818661
0.0014628904715271805	0.0014628904715271805	0.0014628904715271805
0.0023035886140127825	0.0023035886140127825	0.0023035886140127825
0.0030134273970175416	0.0030134273970175416	0.0030134273970175416
0.0035516353410017182	0.0035516353410017182	0.0035516353410017182
0.0038870845199694016	0.0038870845199694016	0.0038870845199694016
0.003999877475342814	0.003999877475342814	0.003999877475342814
0.0038834224110287064	0.0038834224110287064	0.0038834224110287064
0.0035437007716302114	0.0035437007716302114	0.0035437007716302114
0.0029997555236389462	0.0029997555236389462	0.0029997555236389462
0.0022825925227527967	0.0022825925227527967	0.0022825925227527967
0.001433105318809526	0.001433105318809526	0.001433105318809526
0.0005002441013164271	0.0005002441013164271	0.0005002441013164271
-0.0004622801985963031	-0.0004622801985963031	-0.0004622801985963031
-0.0013986814547320742	-0.0013986814547320742	-0.0013986814547320742
-0.0022545163141725493	-0.0022545163141725493	-0.0022545163141725493
-0.002979980095324275	-0.002979980095324275	-0.002979980095324275
-0.0035324702641771626	-0.0035324702641771626	-0.0035324702641771626
-0.0038792719808610006	-0.0038792719808610006	-0.0038792719808610006
-0.003999999505605921	-0.003999999505605921	-0.003999999505605921
-0.003886840339338438	-0.003886840339338438	-0.003886840339338438
-0.0035460200672577345	-0.0035460200672577345	-0.0035460200672577345
-0.0029970699370475196	-0.0029970699370475196	-0.0029970699370475196
-0.002271850296491841	-0.002271850296491841	-0.002271850296491841
-0.0014123533281106696	-0.0014123533281106696	-0.0014123533281106696
-0.00046923820558362404	-0.00046923820558362404	-0.00046923820558362404
0.000502319296382821	0.000502319296382821	0.000502319296382821
0.0014448240674197505	0.0014448240674197505	0.0014448240674197505
0.002302612051628597	0.002302612051628597	0.002302612051628597
0.0030246578644356737	0.0030246578644356737	0.0030246578644356737
0.003567748620340777	0.003567748620340777	0.003567748620340777
0.0038992915497717186	0.0038992915497717186	0.0038992915497717186
0.003999267123852699	0.003999267123852699	0.003999267123852699
0.0038609614761924422	0.0038609614761924422	0.0038609614761924422
0.0034924312464604786	0.0034924312464604786	0.0034924312464604786
0.0029149166665128397	0.0029149166665128397	0.0029149166665128397
0.002162597419796016	0.002162597419796016	0.002162597419796016
0.0012802733056845115	0.0012802733056845115	0.0012802733056845115
0.00032055662262631433	0.00032055662262631433	0.00032055662262631433
-0.0006590575190096602	-0.0006590575190096602	-0.0006590575190096602
-0.0015997312355762424	-0.0015997312355762424	-0.0015997312355762424
-0.0024447018384926556	-0.0024447018384926556	-0.0024447018384926556
-0.0031428218728871897	-0.0031428218728871897	-0.0031428218728871897
-0.0036514888047497573	-0.0036514888047497573	-0.0036514888047497573
-0.003939696778382472	-0.003939696778382472	-0.003939696778382472
-0.003989379389677904	-0.003989379389677904	-0.003989379389677904
-0.0037969965999933813	-0.0037969965999933813	-0.0037969965999933813
-0.0033739009470450587	-0.0033739009470450587	-0.0033739009470450587
-0.0027452389122257104	-0.0027452389122257104	-0.0027452389122257104
-0.001948852287922521	-0.001948852287922521	-0.001948852287922521
-0.0010330809121526666	-0.0010330809121526666	-0.0010330809121526666
-5.346677051669201e-05	-5.346677051669201e-05	-5.346677051669201e-05
0.0009300536206560242	0.0009300536206560242	0.0009300536206560242
0.001857299604440057	0.001857299604440057	0.001857299604440057
0.0026711422813605608	0.0026711422813605608	0.0026711422813605608
0.003321532829228034	0.003321532829228034	0.003321532829228034
0.0037679439090987834	0.0037679439090987834	0.0037679439090987834
0.003982543493023524	0.003982543493023524	0.003982543493023524
0.003951659707623661	0.003951659707623661	0.003951659707623661
0.0036765132558794255	0.0036765132558794255	0.0036765132558794255
0.0031737056983219694	0.0031737056983219694	0.0031737056983219694
0.0024739987500531344	0.0024739987500531344	0.0024739987500531344
0.0016202390856790523	0.0016202390856790523	0.0016202390856790523
0.0006652831442437589	0.0006652831442437589	0.0006652831442437589
-0.0003317870500095296	-0.0003317870500095296	-0.0003317870500095296
-0.0013087156450889946	-0.0013087156450889946	-0.0013087156450889946
-0.002204833702877118	-0.002204833702877118	-0.002204833702877118
-0.002963744745687193	-0.002963744745687193	-0.002963744745687193
-0.0035377192869921587	-0.0035377192869921587	-0.0035377192869921587
-0.0038905024482791327	-0.0038905024482791327	-0.0038905024482791327
-0.003999389154115804	-0.003999389154115804	-0.003999389154115804
-0.0038571772569188064	-0.0038571772569188064	-0.0038571772569188064
-0.0034722896072517375	-0.0034722896072517375	-0.0034722896072517375
-0.0028682857726330707	-0.0028682857726330707	-0.0028682857726330707
-0.0020828854751519664	-0.0020828854751519664	-0.0020828854751519664
-0.001165527185507811	-0.001165527185507811	-0.001165527185507811
-0.0001737060140695188	-0.0001737060140695188	-0.0001737060140695188
0.0008297118356809748	0.0008297118356809748	0.0008297118356809748
0.0017812498087716193	0.0017812498087716193	0.0017812498087716193
0.002620238967084897	0.002620238967084897	0.002620238967084897
0.003293212520086658	0.003293212520086658	0.003293212520086658
0.0037568355119786743	0.0037568355119786743	0.0037568355119786743
0.003981078649447246	0.003981078649447246	0.003981078649447246
0.003951293496729591	0.003951293496729591	0.003951293496729591
0.0036688228271039656	0.0036688228271039656	0.0036688228271039656
0.0031511226931876823	0.0031511226931876823	0.0031511226931876823
0.0024310300051489766	0.0024310300051489766	0.0024310300051489766
0.0015543211247465382	0.0015543211247465382	0.0015543211247465382
0.0005770263187730038	0.0005770263187730038	0.0005770263187730038
-0.00043811027958771454	-0.00043811027958771454	-0.00043811027958771454
-0.0014255369202971725	-0.0014255369202971725	-0.0014255369202971725
-0.0023216549780852957	-0.0023216549780852957	-0.0023216549780852957
-0.0030682369207950303	-0.0030682369207950303	-0.0030682369207950303
-0.0036166987698131527	-0.0036166987698131527	-0.0036166987698131527
-0.003931029787222827	-0.003931029787222827	-0.003931029787222827
-0.003990355952062089	-0.003990355952062089	-0.003990355952062089
-0.0037902827336021064	-0.0037902827336021064	-0.0037902827336021064
-0.0033432613022412417	-0.0033432613022412417	-0.0033432613022412417
-0.002678100248312965	-0.002678100248312965	-0.002678100248312965
-0.001837646246423409	-0.001837646246423409	-0.001837646246423409
-0.0008764647197889338	-0.0008764647197889338	-0.0008764647197889338
0.00014270019840654927	0.00014270019840654927	0.00014270019840654927
0.0011531981254423872	0.0011531981254423872	0.0011531981254423872
0.0020886228191939727	0.0020886228191939727	0.0020886228191939727
0.002887450849457626	0.002887450849457626	0.002887450849457626
0.0034968257771893128	0.0034968257771893128	0.0034968257771893128
0.003876098193147316	0.003876098193147316	0.003876098193147316
0.003999877475342814	0.003999877475342814	0.003999877475342814
0.003859374562318141	0.003859374562318141	0.003859374562318141
0.003463500585828986	0.003463500585828986	0.003463500585828986
0.002837890308460217	0.002837890308460217	0.002837890308460217
0.0020235593503476206	0.0020235593503476206	0.0020235593503476206
0.0010742186426213932	0.0010742186426213932	0.0010742186426213932
5.2856459061492904e-05	5.2856459061492904e-05	5.2856459061492904e-05
-0.0009727781849292184	-0.0009727781849292184	-0.0009727781849292184
-0.001934081781861717	-0.001934081781861717	-0.001934081781861717
-0.002766967425273836	-0.002766967425273836	-0.002766967425273836
-0.0034152827780749148	-0.0034152827780749148	-0.0034152827780749148
-0.003835326673572658	-0.003835326673572658	-0.003835326673572658
-0.003998412591731619	-0.003998412591731619	-0.003998412591731619
-0.0038930659245376194	-0.0038930659245376194	-0.0038930659245376194
-0.003526000538381934	-0.003526000538381934	-0.003526000538381934
-0.0029212642819751284	-0.0029212642819751284	-0.0029212642819751284
-0.0021191403536648494	-0.0021191403536648494	-0.0021191403536648494
-0.001173339684581294	-0.001173339684581294	-0.001173339684581294
-0.00014770504059058266	-0.00014770504059058266	-0.00014770504059058266
0.0008885497193281449	0.0008885497193281449	0.0008885497193281449
0.0018653562441095866	0.0018653562441095866	0.0018653562441095866
0.002716186221331112	0.002716186221331112	0.002716186221331112
0.003382934189133691	0.003382934189133691	0.003382934189133691
0.0038199458560566556	0.0038199458560566556	0.0038199458560566556
0.0039969477881902585	0.0039969477881902585	0.0039969477881902585
0.00390124467454009	0.00390124467454009	0.00390124467454009
0.0035390621003053313	0.0035390621003053313	0.0035390621003053313
0.002934447914196548	0.002934447914196548	0.002934447914196548
0.0021284177363495274	0.0021284177363495274	0.0021284177363495274
0.0011759032008746976	0.0011759032008746976	0.0011759032008746976
0.0001420898469164334	0.0001420898469164334	0.0001420898469164334
-0.0009023436229698468	-0.0009023436229698468	-0.0009023436229698468
-0.0018852536626524472	-0.0018852536626524472	-0.0018852536626524472
-0.002738769186430483	-0.002738769186430483	-0.002738769186430483
-0.0034036860997627132	-0.0034036860997627132	-0.0034036860997627132
-0.003833739759698357	-0.003833739759698357	-0.003833739759698357
-0.003998656732327665	-0.003998656732327665	-0.003998656732327665
-0.003886596198742391	-0.003886596198742391	-0.003886596198742391
-0.0035045161659298554	-0.0035045161659298554	-0.0035045161659298554
-0.0028786617479650404	-0.0028786617479650404	-0.0028786617479650404
-0.002052123760050127	-0.002052123760050127	-0.002052123760050127
-0.0010820311016599595	-0.0010820311016599595	-0.0010820311016599595
-3.576657730333172e-05	-3.576657730333172e-05	-3.576657730333172e-05
0.0010136717748018987	0.0010136717748018987	0.0010136717748018987
0.0019929197055438036	0.0019929197055438036	0.0019929197055438036
0.002833129566837313	0.002833129566837313	0.002833129566837313
0.003475097264141188	0.003475097264141188	0.003475097264141188
0.0038734126465908058	0.0038734126465908058	0.0038734126465908058
0.003999633334746768	0.003999633334746768	0.003999633334746768
0.003844237845363267	0.003844237845363267	0.003844237845363267
0.0034176021537722727	0.0034176021537722727	0.0034176021537722727
0.002749511412691439	0.002749511412691439	0.002749511412691439
0.0018865964759656188	0.0018865964759656188	0.0018865964759656188
0.0008895262817123303	0.0008895262817123303	0.0008895262817123303
-0.00017126460810905532	-0.00017126460810905532	-0.00017126460810905532
-0.0012204588196182394	-0.0012204588196182394	-0.0012204588196182394
-0.0021837155413191086	-0.0021837155413191086	-0.0021837155413191086
-0.0029920650548285696	-0.0029920650548285696	-0.0029920650548285696
-0.0035878901794796835	-0.0035878901794796835	-0.0035878901794796835
-0.0039279780297722475	-0.0039279780297722475	-0.0039279780297722475
-0.003987792475803603	-0.003987792475803603	-0.003987792475803603
-0.0037623286353547997	-0.0037623286353547997	-0.0037623286353547997
-0.0032673335768708275	-0.0032673335768708275	-0.0032673335768708275
-0.0025377194055863144	-0.0025377194055863144	-0.0025377194055863144
-0.0016253659981611088	-0.0016253659981611088	-0.0016253659981611088
-0.0005955809640376096	-0.0005955809640376096	-0.0005955809640376096
0.000477783166480163	0.000477783166480163	0.000477783166480163
0.0015173338244455165	0.0015173338244455165	0.0015173338244455165
0.0024479977765741977	0.0024479977765741977	0.0024479977765741977
0.0032023922183574164	0.0032023922183574164	0.0032023922183574164
0.003725463445386719	0.003725463445386719	0.003725463445386719
0.003979003454380852	0.003979003454380852	0.003979003454380852
0.003943969278848201	0.003943969278848201	0.003943969278848201
0.003622436113855159	0.003622436113855159	0.003622436113855159
0.0030371090348340376	0.0030371090348340376	0.0030371090348340376
0.0022303464351988776	0.0022303464351988776	0.0022303464351988776
0.0012603758471067341	0.0012603758471067341	0.0012603758471067341
0.0001977539028150009	0.0001977539028150009	0.0001977539028150009
-0.0008798826881335828	-0.0008798826881335828	-0.0008798826881335828
-0.0018939206538120925	-0.0018939206538120925	-0.0018939206538120925
-0.002769775042128369	-0.002769775042128369	-0.002769775042128369
-0.003442748595130129	-0.003442748595130129	-0.003442748595130129
-0.003863280771819965	-0.003863280771819965	-0.003863280771819965
-0.003999755365009874	-0.003999755365009874	-0.003999755365009874
-0.003841674329069863	-0.003841674329069863	-0.003841674329069863
-0.003400146061120041	-0.003400146061120041	-0.003400146061120041
-0.00270715297924248	-0.00270715297924248	-0.00270715297924248
-0.0018134763274148208	-0.0018134763274148208	-0.0018134763274148208
-0.0007849119962715531	-0.0007849119962715531	-0.0007849119962715531
0.0003023681482208614	0.0003023681482208614	0.0003023681482208614
0.0013679197796651508	0.0013679197796651508	0.0013679197796651508
0.002332519274644275	0.002332519274644275	0.002332519274644275
0.003124023087026538	0.003124023087026538	0.003124023087026538
0.0036832271222707004	0.0036832271222707004	0.0036832271222707004
0.003968017127558766	0.003968017127558766	0.003968017127558766
0.003956420449246565	0.003956420449246565	0.003956420449246565
0.003648925368526188	0.003648925368526188	0.003648925368526188
0.0030679928202339006	0.0030679928202339006	0.0030679928202339006
0.0022564694789758374	0.0022564694789758374	0.0022564694789758374
0.0012750242828695152	0.0012750242828695152	0.0012750242828695152
0.00019726562162290822	0.00019726562162290822	0.00019726562162290822
-0.000896118037770665	-0.000896118037770665	-0.000896118037770665
-0.0019227292441455618	-0.0019227292441455618	-0.0019227292441455618
-0.002804687147362997	-0.002804687147362997	-0.002804687147362997
-0.003475341364702317	-0.003475341364702317	-0.003475341364702317
-0.0038835444412918117	-0.0038835444412918117	-0.0038835444412918117
-0.003997680169943479	-0.003997680169943479	-0.003997680169943479
-0.003808715348603606	-0.003808715348603606	-0.003808715348603606
-0.0033303218506507857	-0.0033303218506507857	-0.0033303218506507857
-0.002598388343703832	-0.002598388343703832	-0.002598388343703832
-0.001668212672767243	-0.001668212672767243	-0.001668212672767243
-0.0006102293998003905	-0.0006102293998003905	-0.0006102293998003905
0.0004948730082034074	0.0004948730082034074	0.0004948730082034074
0.0015628660456081603	0.0015628660456081603	0.0015628660456081603
0.0025119626127383414	0.0025119626127383414	0.0025119626127383414
0.0032691646713760925	0.0032691646713760925	0.0032691646713760925
0.003776122619066336	0.003776122619066336	0.003776122619066336
0.003993285679249563	0.003993285679249563	0.003993285679249563
0.0039034419399045068	0.0039034419399045068	0.0039034419399045068
0.0035130611268263954	0.0035130611268263954	0.0035130611268263954
0.0028515621818388124	0.0028515621818388124	0.0028515621818388124
0.0019696042786213775	0.0019696042786213775	0.0019696042786213775
0.0009348143622789281	0.0009348143622789281	0.0009348143622789281
-0.00017297359228137977	-0.00017297359228137977	-0.00017297359228137977
-0.0012679441655492542	-0.0012679441655492542	-0.0012679441655492542
-0.002265258500398589	-0.002265258500398589	-0.002265258500398589
-0.0030872798872866457	-0.0030872798872866457	-0.0030872798872866457
-0.0036696772791552103	-0.0036696772791552103	-0.0036696772791552103
-0.003966674314245594	-0.003966674314245594	-0.003966674314245594
-0.003954589354741299	-0.003954589354741299	-0.003954589354741299
-0.0036337886115363973	-0.0036337886115363973	-0.0036337886115363973
-0.003028808214533545	-0.003028808214533545	-0.003028808214533545
-0.0021865231581736414	-0.0021865231581736414	-0.0021865231581736414
-0.0011722410518990854	-0.0011722410518990854	-0.0011722410518990854
-6.555173002098627e-05	-6.555173002098627e-05	-6.555173002098627e-05
0.0010469969661622252	0.0010469969661622252	0.0010469969661622252
0.002077880632967933	0.002077880632967933	0.002077880632967933
0.002945800451912703	0.002945800451912703	0.002945800451912703
0.0035820308452094887	0.0035820308452094887	0.0035820308452094887
0.003935912639178671	0.003935912639178671	0.003935912639178671
0.003978881384082829	0.003978881384082829	0.003978881384082829
0.0037071529006832424	0.0037071529006832424	0.0037071529006832424
0.0031414791396438516	0.0031414791396438516	0.0031414791396438516
0.002326293689445093	0.002326293689445093	0.002326293689445093
0.0013259275971451788	0.0013259275971451788	0.0013259275971451788
0.00021948241586312598	0.00021948241586312598	0.00021948241586312598
-0.0009051512398243798	-0.0009051512398243798	-0.0009051512398243798
-0.0019582517008703056	-0.0019582517008703056	-0.0019582517008703056
-0.0028557125319366838	-0.0028557125319366838	-0.0028557125319366838
-0.0035255122571898416	-0.0035255122571898416	-0.0035255122571898416
-0.003913573734605513	-0.003913573734605513	-0.003913573734605513
-0.003988524897591742	-0.003988524897591742	-0.003988524897591742
-0.0037435298094592308	-0.0037435298094592308	-0.0037435298094592308
-0.003197875577295641	-0.003197875577295641	-0.003197875577295641
-0.002394775086601177	-0.002394775086601177	-0.002394775086601177
-0.0013984373141360275	-0.0013984373141360275	-0.0013984373141360275
-0.0002886962348073491	-0.0002886962348073491	-0.0002886962348073491
0.0008448485526358485	0.0008448485526358485	0.0008448485526358485
0.0019108884652722304	0.0019108884652722304	0.0019108884652722304
0.0028229977321013898	0.0028229977321013898	0.0028229977321013898
0.0035070796822232594	0.0035070796822232594	0.0035070796822232594
0.003907104048845202	0.003907104048845202	0.003907104048845202
0.003990233921798984	0.003990233921798984	0.003990233921798984
0.003749023012905191	0.003749023012905191	0.003749023012905191
0.0032026363589534625	0.0032026363589534625	0.0032026363589534625
0.002394897196934117	0.002394897196934117	0.002394897196934117
0.0013914793471836234	0.0013914793471836234	0.0013914793471836234
0.0002736816281854154	0.0002736816281854154	0.0002736816281854154
-0.0008671873771391726	-0.0008671873771391726	-0.0008671873771391726
-0.0019376218205043889	-0.0019376218205043889	-0.0019376218205043889
-0.0028499752279295947	-0.0028499752279295947	-0.0028499752279295947
-0.003528808155236467	-0.003528808155236467	-0.003528808155236467
-0.003918212405930393	-0.003918212405930393	-0.003918212405930393
-0.003985473140141162	-0.003985473140141162	-0.003985473140141162
-0.0037244868429676154	-0.0037244868429676154	-0.0037244868429676154
-0.003156127535371716	-0.003156127535371716	-0.003156127535371716
-0.0023269040009002923	-0.0023269040009002923	-0.0023269040009002923
-0.001304809395552253	-0.001304809395552253	-0.001304809395552253
-0.0001740722249635883	-0.0001740722249635883	-0.0001740722249635883
0.0009716795922819267	0.0009716795922819267	0.0009716795922819267
0.0020374753643222624	0.0020374753643222624	0.0020374753643222624
0.002934692054792594	0.002934692054792594	0.002934692054792594
0.0035883785007066937	0.0035883785007066937	0.0035883785007066937
0.003943725138252154	0.003943725138252154	0.003943725138252154
0.003970336463221207	0.003970336463221207	0.003970336463221207
0.0036657710696533863	0.0036657710696533863	0.0036657710696533863
0.0030545650874513517	0.0030545650874513517	0.0030545650874513517
0.0021874997605927436	0.0021874997605927436	0.0021874997605927436
0.0011365965649112353	0.0011365965649112353	0.0011365965649112353
-1.0131814718465094e-05	-1.0131814718465094e-05	-1.0131814718465094e-05
-0.0011567381240501422	-0.0011567381240501422	-0.0011567381240501422
-0.0022066647573474652	-0.0022066647573474652	-0.0022066647573474652
-0.0030716548891396795	-0.0030716548891396795	-0.0030716548891396795
-0.003678222200016832	-0.003678222200016832	-0.003678222200016832
-0.003974730953915123	-0.003974730953915123	-0.003974730953915123
-0.00393579052884573	-0.00393579052884573	-0.00393579052884573
-0.003563964401067141	-0.003563964401067141	-0.003563964401067141
-0.0028902584262772424	-0.0028902584262772424	-0.0028902584262772424
-0.0019710690821627386	-0.0019710690821627386	-0.0019710690821627386
-0.0008840330782663707	-0.0008840330782663707	-0.0008840330782663707
0.0002786865104043655	0.0002786865104043655	0.0002786865104043655
0.0014184568830467451	0.0014184568830467451	0.0014184568830467451
0.0024379880121362975	0.0024379880121362975	0.0024379880121362975
0.0032502437751825005	0.0032502437751825005	0.0032502437751825005
0.00378552203201412	0.00378552203201412	0.00378552203201412
0.0039974360693823515	0.0039974360693823515	0.0039974360693823515
0.0038675532722856937	0.0038675532722856937	0.0038675532722856937
0.003406127545758094	0.003406127545758094	0.003406127545758094
0.0026522213851669684	0.0026522213851669684	0.0026522213851669684
0.0016701658375705307	0.0016701658375705307	0.0016701658375705307
0.0005439452680087236	0.0005439452680087236	0.0005439452680087236
-0.0006297606474840984	-0.0006297606474840984	-0.0006297606474840984
-0.0017498777021447468	-0.0017498777021447468	-0.0017498777021447468
-0.002719604149640844	-0.002719604149640844	-0.002719604149640844
-0.0034549556249324465	-0.0034549556249324465	-0.0034549556249324465
-0.0038919672918554106	-0.0038919672918554106	-0.0038919672918554106
-0.003992187006532437	-0.003992187006532437	-0.003992187006532437
-0.003746459496611787	-0.003746459496611787	-0.003746459496611787
-0.003175292572161354	-0.003175292572161354	-0.003175292572161354
-0.0023280026335825007	-0.0023280026335825007	-0.0023280026335825007
-0.001277587719093085	-0.001277587719093085	-0.001277587719093085
-0.00011535641161444144	-0.00011535641161444144	-0.00011535641161444144
0.0010576170820902416	0.0010576170820902416	0.0010576170820902416
0.00213891578197952	0.00213891578197952	0.00213891578197952
0.003033813136787412	0.003033813136787412	0.003033813136787412
0.0036638179448850155	0.0036638179448850155	0.0036638179448850155
0.0039732661503737625	0.0039732661503737625	0.0039732661503737625
0.00393432572530437	0.00393432572530437	0.00393432572530437
0.003549804286531371	0.003549804286531371	0.003549804286531371
0.0028530270254150903	0.0028530270254150903	0.0028530270254150903
0.0019047849503710718	0.0019047849503710718	0.0019047849503710718
0.0007880858640550723	0.0007880858640550723	0.0007880858640550723
-0.0003988036436242524	-0.0003988036436242524	-0.0003988036436242524
-0.0015511472569630187	-0.0015511472569630187	-0.0015511472569630187
-0.002566894206813853	-0.002566894206813853	-0.002566894206813853
-0.003355956613235652	-0.003355956613235652	-0.003355956613235652
-0.003848021984567068	-0.003848021984567068	-0.003848021984567068
-0.003999022943221735	-0.003999022943221735	-0.003999022943221735
-0.003794677264330941	-0.003794677264330941	-0.003794677264330941
-0.0032528072114060697	-0.0032528072114060697	-0.0032528072114060697
-0.0024208981303781366	-0.0024208981303781366	-0.0024208981303781366
-0.0013726804812531379	-0.0013726804812531379	-0.0013726804812531379
-0.00020141597172077937	-0.00020141597172077937	-0.00020141597172077937
0.0009885252934091248	0.0009885252934091248	0.0009885252934091248
0.0020906980142603665	0.0020906980142603665	0.0020906980142603665
0.0030062252494341742	0.0030062252494341742	0.0030062252494341742
0.00365283161806293	0.00365283161806293	0.00365283161806293
0.003971679236499461	0.003971679236499461	0.003971679236499461
0.003933959514410301	0.003933959514410301	0.003933959514410301
0.0035421138577559105	0.0035421138577559105	0.0035421138577559105
0.0028310543717709196	0.0028310543717709196	0.0028310543717709196
0.0018641355411293547	0.0018641355411293547	0.0018641355411293547
0.0007285155586197633	0.0007285155586197633	0.0007285155586197633
-0.00047363273631245836	-0.00047363273631245836	-0.00047363273631245836
-0.0016336667784266849	-0.0016336667784266849	-0.0016336667784266849
-0.0026462399005289165	-0.0026462399005289165	-0.0026462399005289165
-0.0034194331682077025	-0.0034194331682077025	-0.0034194331682077025
-0.0038824458086096033	-0.0038824458086096033	-0.0038824458086096033
-0.003992919428320576	-0.003992919428320576	-0.003992919428320576
-0.0037398677005185356	-0.0037398677005185356	-0.0037398677005185356
-0.003145995700635793	-0.003145995700635793	-0.003145995700635793
-0.0022646481489084734	-0.0022646481489084734	-0.0022646481489084734
-0.001176147301435827	-0.001176147301435827	-0.001176147301435827
2.0629900383374858e-05	2.0629900383374858e-05	2.0629900383374858e-05
0.0012160643289243218	0.0012160643289243218	0.0012160643289243218
0.0023007809971582493	0.0023007809971582493	0.0023007809971582493
0.0031750484716002248	0.0031750484716002248	0.0031750484716002248
0.0037581782852569292	0.0037581782852569292	0.0037581782852569292
0.003995971225806073	0.003995971225806073	0.003995971225806073
0.0038659663584113923	0.0038659663584113923	0.0038659663584113923
0.0033796382910870654	0.0033796382910870654	0.0033796382910870654
0.002581176471717481	0.002581176471717481	0.002581176471717481
0.0015439451494145683	0.0015439451494145683	0.0015439451494145683
0.00036315915663640225	0.00036315915663640225	0.00036315915663640225
-0.0008518065195882526	-0.0008518065195882526	-0.0008518065195882526
-0.0019885251347800527	-0.0019885251347800527	-0.0019885251347800527
-0.002941283810850929	-0.002941283810850929	-0.002941283810850929
-0.0036213374411380333	-0.0036213374411380333	-0.0036213374411380333
-0.003964965330073269	-0.003964965330073269	-0.003964965330073269
-0.003939574708084449	-0.003939574708084449	-0.003939574708084449
-0.00354699662964192	-0.00354699662964192	-0.00354699662964192
-0.002823119762364496	-0.002823119762364496	-0.002823119762364496
-0.0018350827701649223	-0.0018350827701649223	-0.0018350827701649223
-0.0006749266577526729	-0.0006749266577526729	-0.0006749266577526729
0.0005491942908237201	0.0005491942908237201	0.0005491942908237201
0.0017224119251244491	0.0017224119251244491	0.0017224119251244491
0.0027346188363326115	0.0027346188363326115	0.0027346188363326115
0.0034904781216921073	0.0034904781216921073	0.0034904781216921073
0.0039184565865613575	0.0039184565865613575	0.0039184565865613575
0.003977660681102597	0.003977660681102597	0.003977660681102597
0.0036618648201166447	0.0036618648201166447	0.0036618648201166447
0.003000243804831039	0.003000243804831039	0.003000243804831039
0.0020548093466415535	0.0020548093466415535	0.0020548093466415535
0.0009144286225090579	0.0009144286225090579	0.0009144286225090579
-0.00031311029441198396	-0.00031311029441198396	-0.00031311029441198396
-0.0015115964804035102	-0.0015115964804035102	-0.0015115964804035102
-0.0025673824880059455	-0.0025673824880059455	-0.0025673824880059455
-0.0033796382510521477	-0.0033796382510521477	-0.0033796382510521477
-0.0038709712005954248	-0.0038709712005954248	-0.0038709712005954248
-0.003993895990704761	-0.003993895990704761	-0.003993895990704761
-0.003736083521279817	-0.003736083521279817	-0.003736083521279817
-0.0031215816410311574	-0.0031215816410311574	-0.0031215816410311574
-0.002208495811817813	-0.002208495811817813	-0.002208495811817813
-0.0010836180155342607	-0.0010836180155342607	-0.0010836180155342607
0.00014575195585712864	0.00014575195585712864	0.00014575195585712864
0.0013616941944659688	0.0013616941944659688	0.0013616941944659688
0.0024476315656801286	0.0024476315656801286	0.0024476315656801286
0.003298949824093747	0.003298949824093747	0.003298949824093747
0.0038334956591372276	0.0038334956591372276	0.0038334956591372276
0.003999022983256652	0.003999022983256652	0.003999022983256652
0.0037791743765169155	0.0037791743765169155	0.0037791743765169155
0.0031944576489859092	0.0031944576489859092	0.0031944576489859092
0.0023007809971582493	0.0023007809971582493	0.0023007809971582493
